lwsnl;Liquid Water Content of Snow Layer;liquid_water_content_of_snow_layer;where land over land: this is computed as the total mass of liquid water contained interstitially within the snow layer of the land portion of a grid cell divided by the area of the land portion of the cell.;[['CMIP5_LImon']]
rlut;TOA Outgoing Longwave Radiation;toa_outgoing_longwave_flux;at the top of the atmosphere.;[['CMIP5_day', 'CORDEX_6h', 'CORDEX_day', 'CORDEX_mon', 'CORDEX_sem', 'SPECS_day']]
fbddtdip;Rate of Change of Dissolved Inorganic Phosphate due to Biological Activity;tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus_due_to_biological_processes;vertical integral of net biological terms in time rate of change of phosphate;[['CMIP5_Omon']]
zmn2o5;Zonal Mean N2O5 Volume Mixing Ratio;mole_fraction_of_dinitrogen_pentoxide_in_air;;[['CCMI1_monthly']]
hfsifrazil;Heat Flux into Sea Water due to Frazil Ice Formation;heat_flux_into_sea_water_due_to_freezing_of_frazil_ice;unset;[['CMIP5_Omon']]
clwvi;Condensed Water Path;atmosphere_cloud_condensed_water_content;mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.;[['CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfSites']]
rldscs;Surface Downwelling Clear-Sky Longwave Radiation;surface_downwelling_longwave_flux_in_air_assuming_clear_sky;unset;[['CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfDay', 'CMIP5_cfSites']]
hfbasin;Northward Ocean Heat Transport;northward_ocean_heat_transport;unset;[['CMIP5_Omon']]
diftrbbo;Ocean Tracer Bolus Biharmonic Diffusivity;ocean_tracer_bolus_biharmonic_diffusivity;unset;[['CMIP5_Oclim']]
cl;Cloud Area Fraction;cloud_area_fraction_in_atmosphere_layer;Includes both large-scale and convective cloud.;[['CMIP5_Amon', 'CMIP5_cfSites']]
emibb;Total Emission of Primary Aerosol from Biomass Burning;tendency_of_atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_due_to_emission;tendency of atmosphere mass content of primary organic matter dry aerosol due to emission: This does not include sources of secondary aerosols from biomass burning aerosols, such as SO2 or SOA.;[['CMIP5_aero']]
tnsccwce;Tendency of Mass Fraction of Stratiform Cloud Condensed Water due to Condensation and Evaporation;tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air_due_to_condensation_and_evaporation;condensed water includes both liquid and ice.;[['CMIP5_cfMon']]
sh50area188k;Area over the Antarctic at 50 hPa with Air Temperature Less and 188K;unset;Daily Area where the Temperature poleward of 60 degrees is below 188 K at 50 hPa for July-Dec in SH;[['CCMI1_daily']]
mmrpm1;PM1.0 Mass Mixing Ratio at 50 Percent RH;mass_fraction_of_pm1_ambient_aerosol_in_air;Must include scalar dimension relh50p specifying relative_humidity of 50%;[['CCMI1_monthly']]
evap;Water Evaporation Flux from Sea Ice;water_evaporation_flux;the average rate that water mass evaporates (or sublimates) from the sea ice surface (i.e., kg/s) divided by the area of the ocean (i.e., open ocean + sea ice) portion of the grid cell. This quantity, multiplied both by the oean area of the grid cell and by the length of the month, should yield the total mass of water evaporated (or sublimated) from the sea ice.  Reported as 0.0 in regions free of sea ice.  [This was computed differently in CMIP3.];[['CMIP5_OImon']]
cllcalipso;CALIPSO Low Level Cloud Fraction;cloud_area_fraction_in_atmosphere_layer;unset;[['CMIP5_cf3hr', 'CMIP5_cfDay', 'CMIP5_cfMon', 'CMIP5_cfOff']]
nh50area188k;Area over the Arctic at 50 hPa with Air Temperature Less than 188K;unset;Daily Area where the Temperature poleward of 60 degrees is below 188 K at 50 hPa for Nov-April in NH;[['CCMI1_daily']]
cLitterAbove;Carbon Mass in Above-Ground Litter;surface_litter_carbon_content;unset;[['CMIP5_Lmon', 'SPECS_Lmon']]
rsntds;Net Downward Shortwave Radiation at Sea Water Surface;net_downward_shortwave_flux_at_sea_water_surface;This is the flux into the surface of liquid sea water only. This excludes shortwave flux absorbed by sea ice, but includes any light that passes through the ice and is absorbed by the ocean.;[['CMIP5_Omon']]
rsdcs4co2;Downwelling Clear-Sky Shortwave Radiation 4XCO2 Atmosphere;downwelling_shortwave_flux_in_air_assuming_clear_sky;unset;[['CMIP5_cfMon']]
cclf2cf3brdn;Atmospheric Burden of CFC-115;atmosphere_moles_of_cfc115;total yearly average burden;[['CCMI1_annual']]
dryo3;Dry Deposition Rate of O3;tendency_of_atmosphere_mass_content_of_ozone_due_to_dry_deposition;Only for year 2006. dry deposition includes gravitational settling, impact scavenging, and turbulent deposition.;[['CCMI1_hourly']]
vmrhbr;HBr Volume Mixing Ratio;mole_fraction_of_hydrogen_bromide_in_air;;[['CCMI1_daily']]
pflw;Liquid Water Content of Permafrost Layer;liquid_water_content_of_permafrost_layer;"""""where land over land"""", i.e., this is the total mass of liquid water contained within the permafrost layer within the land portion of a grid cell divided by the area of the land portion of the cell.";[['CMIP5_LImon']]
wetnh4;Wet Deposition Rate of NH4+NH3;tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_due_to_wet_deposition;unset;[['CMIP5_aero']]
cropFrac;Crop Fraction;area_fraction;fraction of entire grid cell  that is covered by crop.;[['CMIP5_Lmon', 'SPECS_Lmon']]
tpp;Tropopause Pressure;unset;Only required for the first day 00:00 UTC of each month. The tropopause follows the WMO definition and should be consistent with the the tropopause definition used for tpo3chm and lso3chm.;[['CCMI1_daily']]
cbr2f2brdn;Atmospheric Burden of Halon 1202;atmosphere_moles_of_halon1202;total yearly average burden;[['CCMI1_annual']]
emipcb153;Total Emission of PCB-153;tendency_of_atmosphere_mass_content_of_hexachlorobiphenyl_due_to_emission;integrate 3D emission field vertically to 2d field;[['CCMI1_monthly']]
ficeberg2d;Water Flux into Sea Water From Icebergs;water_flux_into_sea_water_from_icebergs;computed as the iceberg melt water  flux into the ocean divided by the area of the ocean portion of the grid cell.;[['CMIP5_Omon']]
vorpot840;Potential Vorticity on 840K;ertel_potential_vorticity;potential vorticity at 840 K;[['CCMI1_daily']]
chlpico;Mass Concentration of Picophytoplankton expressed as Chlorophyll in Sea Water at Surface;mass_concentration_of_picophytoplankton_expressed_as_chlorophyll_in_sea_water;chlorophyll concentration from the picophytoplankton (<2 um) component alone;[['CMIP5_Omon', 'CMIP5_Oyr']]
ccmi_minute;CCMI Minute;unset;These are what each model believes the date/time (Gregorian calendar) to be at the middle of each time interval in the output (GMT, not local time).;[['CCMI1_annual', 'CCMI1_daily', 'CCMI1_hourly', 'CCMI1_monthly']]
tasmin;Daily Minimum Near-Surface Air Temperature;air_temperature;unset;[['CMIP5_day', 'SPECS_day']]
ch4brdn;Atmospheric Burden of CH4;atmosphere_moles_of_methane;total yearly average burden;[['CCMI1_annual']]
intdic;Dissolved Inorganic Carbon Content;ocean_mass_content_of_dissolved_inorganic_carbon;Vertically integrated DIC;[['CMIP5_Omon']]
wmosq;Square of Upward Ocean Mass Transport;square_of_upward_ocean_mass_transport;unset;[['CMIP5_Omon']]
hur;Relative Humidity;relative_humidity;This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.;[['CMIP5_Amon', 'CMIP5_cfDay', 'CMIP5_cfMon', 'CMIP5_cfSites', 'CMIP5_day']]
cl;Cloud Area Fraction in Atmosphere Layer;cloud_area_fraction_in_atmosphere_layer;unset;[['CMIP5_cfDay']]
diftrxybo;Ocean Tracer XY Biharmonic Diffusivity;ocean_tracer_xy_biharmonic_diffusivity;unset;[['CMIP5_Oclim']]
diabdrag;Tendency of Eastward Wind from Numerical Artefacts;tendency_of_eastward_wind_due_to_numerical_artefacts;Other sub-grid scale/numerical zonal drag excluding that already provided for the parameterized orographic and non-ororgraphic gravity waves. This would be used to calculate the total 'diabatic drag'. Contributions to this additional drag such Rayleigh friction and diffusion that can be calculated from the monthly mean wind fields should not be included, but details (e.g. coefficients) of the friction and/or diffusion used in the model should be provided separately.;[['CCMI1_monthly']]
rsu;Upwelling Shortwave Radiation;upwelling_shortwave_flux_in_air;unset;[['CMIP5_cfSites']]
rsu4co2;Upwelling Shortwave Radiation 4XCO2 Atmosphere;upwelling_shortwave_flux_in_air;unset;[['CMIP5_cfMon']]
ch3ccl2fbrdn;Atmospheric Burden of CH3CCl2F;atmosphere_moles_of_hcfc141b;total yearly average burden;[['CCMI1_annual']]
pastureFrac;Anthropogenic Pasture Fraction;area_fraction;fraction of entire grid cell  that is covered by anthropogenic pasture.;[['CMIP5_Lmon', 'SPECS_Lmon']]
emico;Total Emission Rate of CO;tendency_of_atmosphere_mass_content_of_carbon_monoxide_due_to_emission;Integrate 3D emission field vertically to 2d field.;[['CCMI1_monthly']]
clc;Convective Cloud Area Fraction;convective_cloud_area_fraction_in_atmosphere_layer;Include only convective cloud.;[['CCMI1_daily']]
concnh4;Concentration of NH4;mass_concentration_of_ammonium_dry_aerosol_in_air;unset;[['CMIP5_aero']]
emiisop;Total Emission Rate of Isoprene;tendency_of_atmosphere_mass_content_of_isoprene_due_to_emission;Integrate 3D emission field vertically to 2d field;[['CCMI1_monthly']]
msftyyzba;Ocean Y Overturning Mass Streamfunction due to Bolus Advection;ocean_y_overturning_mass_streamfunction_due_to_bolus_advection;unset;[['CMIP5_Omon']]
rldcs;Downwelling Clear-Sky Longwave Radiation;downwelling_longwave_flux_in_air_assuming_clear_sky;unset;[['CMIP5_cfSites']]
rls;Net longwave surface radiation;surface_net_downward_longwave_flux;unset;[['SPECS_Amon', 'SPECS_day']]
n2otbrdn;Tendency of Atmospheric Burden of Nitrous Oxide;tendency_of_atmosphere_moles_of_nitrous_oxide;total yearly averaged atmospheric loss;[['CCMI1_annual']]
ps;Surface Air Pressure;surface_air_pressure;sampled synoptically to diagnose atmospheric tides, this is better than mean sea level pressure.;[['CMIP5_3hr']]
graz;Total Grazing of Phytoplankton by Zooplankton;tendency_of_mole_concentration_of_dissolved_iron_in_sea_water_due_to_grazing_of_phytoplankton;unset;[['CMIP5_Oyr']]
tnkebto2d;Tendency of Ocean Eddy Kinetic Energy Content due to Bolus Transport;tendency_of_ocean_eddy_kinetic_energy_content_due_to_bolus_transport;unset;[['CMIP5_Oclim']]
clws;Mass Fraction of Stratiform Cloud Liquid Water;mass_fraction_of_stratiform_cloud_liquid_water_in_air;Calculated as the mass of stratiform cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.;[['CMIP5_cf3hr', 'CMIP5_cfMon']]
eparag100;Downward Flux of Aragonite;sinking_mole_flux_of_aragonite_expressed_as_carbon_in_sea_water;unset;[['CMIP5_Omon']]
concoa;Concentration of Dry Aerosol Organic Matter;mass_concentration_of_particulate_organic_matter_dry_aerosol_in_air;unset;[['CMIP5_aero']]
airmass;Vertically Integrated Mass Content of Air in Layer;atmosphere_mass_of_air_per_unit_area;;[['CCMI1_monthly']]
mmraerso4;Aerosol Sulfate Mass Mixing Ratio;mass_fraction_of_sulfate_dry_aerosol_in_air;;[['CCMI1_monthly']]
thetao;Sea Water Potential Temperature;sea_water_potential_temperature;unset;[['CMIP5_Omon']]
gpp;Carbon Mass Flux out of Atmosphere due to Gross Primary Production on Land;gross_primary_productivity_of_carbon;unset;[['CMIP5_Lmon', 'SPECS_Lmon']]
lossch4;Rate of CH4 Oxidation;unset;proposed name: tendency_of_mole_concentration_of_methane_due_to_chemical_gross_destruction;[['CCMI1_monthly']]
rsutcs;TOA Outgoing Clear-Sky Shortwave Radiation;toa_outgoing_shortwave_flux_assuming_clear_sky;unset;[['CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfDay', 'CMIP5_cfSites']]
ccl2fcclf2brdn;Atmospheric Burden of CFC-113;atmosphere_moles_of_cfc113;total yearly average burden;[['CCMI1_annual']]
vmrco50eu700;co_50_eu Volume Mixing Ratio at 700 hPa;unset;"daily mean, emitted as anthropogenic CO over Europe (25N-65N; 10W-50E) (emission file available from HTAP), uniform fixed 50-day exponential decay.";[['CCMI1_daily']]
strocny;Y-Component of Ocean Stress On Sea Ice;upward_y_stress_at_sea_ice_base;"When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Reported as """"missing"""" in regions free of sea ice.";[['CMIP5_OImon', 'SPECS_OImon']]
rld4co2;Downwelling Longwave Radiation 4XCO2 Atmosphere;downwelling_longwave_flux_in_air;unset;[['CMIP5_cfMon']]
longitude;Longitude;longitude;unset;[['CMIP5_cf3hr', 'CMIP5_cfSites']]
prodo3viach3o2;Chemical Production Rate of O3 via CH3O2+NO;unset;proposed name: tendency_of_mole_concentration_of_ozone_due_to_chemical_production_by_CH3O2_plus_NO;[['CCMI1_monthly']]
reffclwtop;Cloud-Top Effective Droplet Radius;effective_radius_of_cloud_liquid_water_particle_at_liquid_water_cloud_top;"Droplets are liquid only.  This is the effective radius """"as seen from space"""" over liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, or for some models it is the sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Reported values are weighted by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.";[['CMIP5_aero']]
tdps;2m dewpoint temperature;dew_point_temperature;unset;[['SPECS_6hr'], ['SPECS_Amon'], ['SPECS_day']]
concbb;Concentration of Biomass Burning Aerosol;mass_concentration_of_biomass_burning_dry_aerosol_in_air;unset;[['CMIP5_aero']]
dryss;Dry Deposition Rate of Seasalt;tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_dry_deposition;unset;[['CMIP5_aero']]
co2massClim;Total Atmospheric Mass of CO2;atmosphere_mass_of_carbon_dioxide;unset;[['CMIP5_Amon']]
difmxybo2d;Ocean Momentum XY Biharmonic Diffusivity;ocean_momentum_xy_biharmonic_diffusivity;unset;[['CMIP5_Oclim']]
emiso4;Total Direct Emission Rate of SO4;tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_emission;expressed as a tendency of atmosphere mass content of SO4.  Direct emission does not include secondary sulfate production.;[['CMIP5_aero']]
intpp;Primary Organic Carbon Production by All Types of Phytoplankton;net_primary_mole_productivity_of_carbon_by_phytoplankton;Vertically integrated total primary (organic carbon) production by phytoplankton.  This should equal the sum of intpdiat+intpphymisc, but those individual components may be unavailable in some models.;[['CMIP5_Omon']]
asyaer;Asymmetry Parameter;unset;;[['CCMI1_monthly']]
vmrch3cn;CH3CN Volume Mixing Ratio;mole_fraction_of_aceto_nitrile_in_air;;[['CCMI1_monthly']]
va;Northward Wind;northward_wind;unset;[['CMIP5_6hrLev', 'CMIP5_6hrPlev', 'CMIP5_Amon', 'CMIP5_cfDay', 'CMIP5_cfSites', 'CMIP5_day', 'SPECS_Amon', 'SPECS_day']]
swtoacsbb;Clear-Sky SW-RF BB at TOA;unset;proposed name: toa_instantaneous_shortwave_forcing_due_to_biomass_burning_ambient_aerosol_assuming_clear_sky;[['CCMI1_monthly']]
po4;Dissolved Phosphate Concentration at Surface;mole_concentration_of_phosphate_in_sea_water;unset;[['CMIP5_Omon', 'CMIP5_Oyr']]
so;Sea Water Salinity;sea_water_salinity;unset;[['CMIP5_Omon']]
ua;Eastward Wind;eastward_wind;;[['CCMI1_daily', 'CCMI1_monthly']]
ch2fcf3trtbrdn;Tendency of Tropospheric Burden of CH2FCF3;unset;total yearly averaged tropospheric loss;[['CCMI1_annual']]
zmhno4;Zonal Mean HNO4 Volume Mixing Ratio;mole_fraction_of_peroxynitric_acid_in_air;;[['CCMI1_monthly']]
sit;Sea Ice Thickness;sea_ice_thickness;the mean thickness of sea ice in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Reported as 0.0 in regions free of sea ice.;[['CMIP5_OImon', 'CMIP5_day', 'SPECS_OImon', 'SPECS_day']]
thetaoga;Global Average Sea Water Potential Temperature;sea_water_potential_temperature;unset;[['CMIP5_Omon']]
tas;Near-Surface Air Temperature;air_temperature;near-surface (usually, 2 meter) air temperature;[['CCMI1_daily']]
tauv;Surface Downward Northward Wind Stress;surface_downward_northward_stress;unset;[['CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfSites', 'CORDEX_6h', 'CORDEX_day', 'SPECS_Amon', 'SPECS_day']]
evspsblpot;Potential Evapotranspiration;water_potential_evaporation_flux;"at surface; potential flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation)";[['CORDEX_6h', 'CORDEX_day']]
drynoy;Dry Deposition Rate of NOy;unset;NOy is the sum of all simulated oxidized nitrogen species out of NO, NO2, HNO3, HNO4, NO3aerosol, NO3(radical), N2O5, PAN, other organic nitrates. Dry deposition includes gravitational settling, impact scavenging, and turbulent deposition.;[['CCMI1_monthly']]
rlu4co2;Upwelling Longwave Radiation 4XCO2 Atmosphere;upwelling_longwave_flux_in_air;unset;[['CMIP5_cfMon']]
rGrowth;Carbon Mass Flux into Atmosphere due to Growth Autotrophic Respiration on Land;surface_upward_carbon_mass_flux_due_to_plant_respiration_for_biomass_growth;unset;[['CMIP5_Lmon', 'SPECS_Lmon']]
edt;Eddy Diffusivity Coefficient for Temperature Variable;atmosphere_heat_diffusivity;unset;[['CMIP5_cfSites']]
phyp;Phytoplankton Phosphorus Concentration at Surface;mole_concentration_of_phytoplankton_expressed_as_phosphorus_in_sea_water;sum of phytoplankton phosphorus components;[['CMIP5_Omon', 'CMIP5_Oyr']]
pp;Primary Carbon Production by Phytoplankton;tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production;total primary (organic carbon) production by phytoplankton;[['CMIP5_Oyr']]
va500;Northward Wind at 500 hPa;northward_wind;Meridional wind on the 500 hPa surface;[['CCMI1_daily']]
zmua;Zonal Mean Eastward Wind;eastward_wind;;[['CCMI1_daily', 'CCMI1_monthly']]
sfmmrdust;Dust Aerosol Mass Mixing Ratio in Lowest Model Layer;mass_fraction_of_dust_dry_aerosol_in_air;dust;[['CCMI1_daily']]
od550no3;Nitrate AOD at 550nm;unset;proposed name: atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol;[['CCMI1_monthly']]
accelnogw;Tendency of Eastward Wind from Non-Oro GWD;tendency_of_eastward_wind_due_to_nonorographic_gravity_wave_drag;Eastward acceleration from the parameterized non-orographic gravity wave drag (NOGWD) derived either from daily means or 6hr fields (use instantaneous daily fields or 12 hr fields if the 6 hr data are not available). Use the accelerations as applied in your model.;[['CCMI1_monthly']]
tnsclimcl;Tendency of Mass Fraction of Stratiform Cloud Ice due to Melting to Cloud Liquid;tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_melting_to_cloud_liquid_water;unset;[['CMIP5_cfMon']]
vmrn2o5;N2O5 Volume Mixing Ratio;mole_fraction_of_dinitrogen_pentoxide_in_air;;[['CCMI1_daily']]
demc;Convective Cloud Emissivity;convective_cloud_longwave_emissivity;This is the in-cloud emissivity obtained by considering only the cloudy portion of the grid cell.;[['CMIP5_cf3hr']]
swtoaasch4;All-Sky SW-RF CH4 at TOA;unset;proposed name: toa_instantaneous_shortwave_forcing_due_to_methane;[['CCMI1_monthly']]
zsatcalc;Calcite Saturation Depth;minimum_depth_of_calcite_undersaturation_in_sea_water;"Depth of calcite saturation horizon (0 if < surface, """"missing"""" if > bottom, if two, then the shallower)";[['CMIP5_Omon']]
ra;Carbon Mass Flux into Atmosphere due to Autotrophic (Plant) Respiration on Land;plant_respiration_carbon_flux;unset;[['CMIP5_Lmon', 'SPECS_Lmon']]
wetso4;Wet Deposition Rate of SO4;tendency_of_atmosphere_mass_content_of_sulfate_expressed_as_sulfur_dry_aerosol_due_to_wet_deposition;unset;[['CMIP5_aero']]
nogwfluxw;Zonal Component of Upward Momentum Flux by Westward Propagating Non-Oro GWs;upward_eastward_momentum_flux_in_air_due_to_nonorographic_westward_gravity_waves;Zonal component (positive eastward) of the non-orographic gravity wave momentum flux carried by westward propagating waves, including any flux out of the top of the model (e.g., add additional level to the output file for model top. Set flux at this level to zero if nothing escapes to outer space in your model). Derived either from daily means or 6hr fields (use instantaneous daily fields or 12 hr fields if the 6 hr data are not available).;[['CCMI1_monthly']]
cltcalipso;CALIPSO Total Cloud Fraction;cloud_area_fraction;unset;[['CMIP5_cf3hr', 'CMIP5_cfDay', 'CMIP5_cfMon', 'CMIP5_cfOff']]
zossga;Global Average Steric Sea Level Change;global_average_steric_sea_level_change;unset;[['CMIP5_Omon']]
vmrhno4;HNO4 Volume Mixing Ratio;mole_fraction_of_peroxynitric_acid_in_air;;[['CCMI1_daily']]
concsoa;Concentration of Dry Aerosol Secondary Organic Matter;mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_in_air;unset;[['CMIP5_aero']]
sconcso4;Surface Concentration of SO4;mass_concentration_of_sulfate_dry_aerosol_in_air;mass concentration of sulfate dry aerosol in air in model lowest layer.;[['CMIP5_aero']]
tnsclwhon;Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Homogeneous Nucleation;tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_homogeneous_nucleation;unset;[['CMIP5_cfMon']]
vmrhno3;HNO3 Volume Mixing Ratio;mole_fraction_of_nitric_acid_in_air;;[['CCMI1_daily', 'CCMI1_monthly']]
pmlev;Air Pressure;air_pressure;The atmospheric pressure at the model layer midpoints for all times and levels in the associated output variables;[['CCMI1_daily', 'CCMI1_monthly']]
va500;Northward Wind;northward_wind;unset;[['CORDEX_6h', 'CORDEX_day', 'CORDEX_mon', 'CORDEX_sem']]
dryso4;Dry Deposition Rate of SO4;tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_dry_deposition;dry deposition includes gravitational settling, impact scavenging, and turbulent deposition;[['CCMI1_monthly']]
zmtnt;Zonal Mean Diabatic Heating Rates;tendency_of_air_temperature_due_to_diabatic_processes;The diabatic heating rates due to all the processes that may change potential temperature;[['CCMI1_monthly']]
ch3brbrdn;Atmospheric Burden of CH3Br;atmosphere_moles_of_methyl_bromide;total yearly average burden;[['CCMI1_annual']]
swtoaassoa;All-Sky SW-RF SOA at TOA;unset;proposed name: toa_instantaneous_shortwave_forcing_due_to_secondary_particulate_organic_matter_ambient_aerosol;[['CCMI1_monthly']]
tnsclia;Tendency of Mass Fraction of Stratiform Cloud Ice due to Advection;tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_advection;unset;[['CMIP5_cfMon']]
chclf2brdn;Atmospheric Burden of CHClF2;atmosphere_moles_of_hcfc22;total yearly average burden;[['CCMI1_annual']]
dpco2;Delta PCO2;surface_carbon_dioxide_partial_pressure_difference_between_sea_water_and_air;unset;[['CMIP5_Omon']]
diftrelo2d;Ocean Tracer Epineutral Laplacian Diffusivity;ocean_tracer_epineutral_laplacian_diffusivity;unset;[['CMIP5_Oclim']]
cls;Stratiform Cloud Area Fraction;stratiform_cloud_area_fraction_in_atmosphere_layer;unset;[['CMIP5_cf3hr', 'CMIP5_cfMon']]
emipom;Total Emission of POM;unset;"Integrate 3D emission field vertically to 2d field. we recommend a scale factor of POM=1.4*OC; unless your model has more detailed info available";[['CCMI1_monthly']]
vmrhocl;HOCl Volume Mixing Ratio;mole_fraction_of_hypochlorous_acid_in_air;;[['CCMI1_daily']]
vmrch3ccl3;CH3CCl3 Volume Mixing Ratio;mole_fraction_of_hcc140a_in_air;for the period 1980-2011 by ACTM.;[['CCMI1_monthly']]
vmrcl;Atomic Cl Volume Mixing Ratio;mole_fraction_of_atomic_chlorine_in_air;;[['CCMI1_daily']]
ch3ccl3trtbrdn;Tendency of Tropospheric Burden of CH3CCl3;tendency_of_troposphere_moles_of_hcc140a;total yearly averaged tropospheric loss;[['CCMI1_annual']]
cldncl;Cloud Droplet Number Concentration of Cloud Tops;number_concentration_of_cloud_liquid_water_particles_in_air_at_liquid_water_cloud_top;"Droplets are liquid only.  Report concentration """"as seen from space"""" over liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.";[['CMIP5_aero']]
intpmisc;Primary Organic Carbon Production by Other Phytoplankton;net_primary_mole_productivity_of_carbon_by_miscellaneous_phytoplankton;Vertically integrated total primary (organic carbon) production by other phytoplankton components alone;[['CMIP5_Omon']]
wetnoy;Wet Deposition of NOy incl aerosol nitrate;unset;proposed name: tendency_of_atmosphere_mass_content_of_all_nitrogen_oxides_due_to_wet_deposition. NOy is the sum of all simulated oxidized nitrogen species, out of NO, NO2, HNO3, HNO4, NO3aerosol, NO3(radical), N2O5, PAN, other organic nitrates.;[['CCMI1_monthly']]
wap500;omega (=dp/dt);lagrangian_tendency_of_air_pressure;"at 500 hPa level; commonly referred to as """"omega"""", this represents the vertical component of velocity in pressure coordinates (positive down)";[['CMIP5_cfDay']]
msftmyzaba;Meridional Mass Streamfunction in the Atlantic Due to Bolus Advection;ocean_meridional_overturning_mass_streamfunction_due_to_bolus_advection;unset;[['SPECS_Omon']]
sh50area195k;Area over the Antarctic at 50 hPa with Air Temperature Less and 195K;unset;Daily Area where the Temperature poleward of 60 degrees is below 195 K at 50 hPa for July-Dec in SH;[['CCMI1_daily']]
va10;Northward Wind at 10 hPa;northward_wind;Meridional wind on the 10 hPa surface;[['CCMI1_daily']]
rsus;Surface Upwelling Shortwave Radiation;surface_upwelling_shortwave_flux_in_air;;[['CCMI1_monthly']]
cbr2f2tbrdn;Tendency of Atmospheric Burden of Halon 1202;tendency_of_atmosphere_moles_of_halon1202;total yearly averaged atmospheric loss;[['CCMI1_annual']]
prhmax;Daily Maximum Hourly Precipitation Rate;precipitation_flux;;[['CORDEX_day']]
tasmax;Daily Maximum Near-Surface Air Temperature;air_temperature;daily-maximum near-surface (usually, 2 meter) air temperature.;[['CORDEX_day', 'CORDEX_mon', 'CORDEX_sem']]
vsf;Virtual Salt Flux into Sea Water;virtual_salt_flux_into_sea_water;unset;[['CMIP5_Omon']]
sftgif;Fraction of Grid Cell Covered with Glacier;land_ice_area_fraction;"fraction of grid cell occupied by """"permanent"""" ice (i.e., glaciers).";[['CMIP5_fx', 'SPECS_fx']]
ttop;Air Temperature at Cloud Top;air_temperature_at_cloud_top;;[['CCMI1_monthly']]
eminh3;Total Emission Rate of NH3;tendency_of_atmosphere_mass_content_of_ammonia_due_to_emission;Integrate 3D emission field vertically to 2d field.;[['CCMI1_monthly']]
rss;Net shortwave surface radiation;surface_net_downward_shortwave_flux;unset;[['SPECS_day']]
tntlw;Longwave Heating Rate;tendency_of_air_temperature_due_to_longwave_heating;longwave heating rates;[['CCMI1_daily', 'CCMI1_monthly']]
cCwd;Carbon Mass in Coarse Woody Debris;wood_debris_carbon_content;unset;[['CMIP5_Lmon', 'SPECS_Lmon']]
tsl;Temperature of Soil;soil_temperature;"""Temperature of each soil layer.  Reported as """"missing"""" for grid cells occupied entirely by """"sea"""".""";[['CMIP5_Lmon', 'SPECS_Lmon']]
evspsblsoi;Water Evaporation from Soil;water_evaporation_flux_from_soil;includes sublimation.;[['CMIP5_Lmon', 'SPECS_Lmon']]
bacc;Bacterial Carbon Concentration at Surface;mole_concentration_of_bacteria_expressed_as_carbon_in_sea_water;sum of bacterial carbon component concentrations;[['CMIP5_Omon', 'CMIP5_Oyr']]
lwtropaso3;All-Sky LW-RF O3 at Tropopause;unset;proposed name: tropopause_instantaneous_longwave_forcing_due_to_ozone;[['CCMI1_monthly']]
dispkexyfo;Ocean Kinetic Energy Dissipation Per Unit Area due to XY Friction;ocean_kinetic_energy_dissipation_per_unit_area_due_to_xy_friction;unset;[['CMIP5_Oclim']]
