mip_era,activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,version,dcpp_start_year,time_range,nc_path
CMIP6,MOHC,HadGEM3-GC31-HH,hist-1950,r1i1p1f1,SImon,sisnhc,gn,files,d20210416,,,/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HH/hist-1950/r1i1p1f1/SImon/sisnhc/gn/files/d20210416/*.nc
CMIP6,HighResMIP,MOHC,HadGEM3-GC31-HH,hist-1950,r1i1p1f1,SImon,sisnhc,gn,v20210416,,,/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HH/hist-1950/r1i1p1f1/SImon/sisnhc/gn/v20210416/*.nc
